XYDATA, Curve 1
-0.0000000000e+00    0.0000000000e+00
3.0000000261e-03    0.0000000000e+00
6.0000000522e-03    1.2576326844e-04
8.9999996126e-03    1.2528531952e-03
1.2000000104e-02    2.4882671423e-03
1.4999999665e-02    3.6560143344e-03
1.7999999225e-02    4.8261592165e-03
2.0994000137e-02    5.9041106142e-03
2.3994000629e-02    6.7576705478e-03
2.6993999258e-02    7.7947466634e-03
2.9993999749e-02    9.2882076278e-03
3.2993998379e-02    1.0072913952e-02
3.5994000733e-02    1.0246939957e-02
3.8993999362e-02    1.0243297555e-02
4.1994001716e-02    1.0634234175e-02
4.4994000345e-02    1.4075126499e-02
4.7993998975e-02    2.0689787343e-02
5.0999999046e-02    2.6763614267e-02
5.4000001401e-02    3.0587326735e-02
5.7000000030e-02    3.3548854291e-02
5.9999998659e-02    3.5690784454e-02
6.3000001013e-02    3.4739300609e-02
6.5999999642e-02    3.3135268837e-02
6.8999998271e-02    3.6816306412e-02
7.1999996901e-02    4.5426100492e-02
7.5000002980e-02    5.3382504731e-02
7.8000001609e-02    6.0130137950e-02
8.1000000238e-02    6.4797915518e-02
8.3999998868e-02    6.4151190221e-02
8.6993999779e-02    6.1687540263e-02
8.9993998408e-02    6.3678905368e-02
9.2993997037e-02    7.0050798357e-02
9.5994003117e-02    7.7976591885e-02
9.8994001746e-02    8.5259027779e-02
1.0199400038e-01    9.0849868953e-02
1.0499399900e-01    9.1309376061e-02
1.0799399763e-01    8.8589012623e-02
1.1099400371e-01    9.0373232961e-02
1.1399400234e-01    9.5300786197e-02
1.1699400097e-01    1.0280027986e-01
1.1999399960e-01    1.1354685575e-01
1.2299399823e-01    1.2056827545e-01
1.2599399686e-01    1.2021303177e-01
1.2899400294e-01    1.1934087425e-01
1.3199399412e-01    1.2075327337e-01
1.3499400020e-01    1.2411031127e-01
1.3799400628e-01    1.3327340782e-01
1.4099399745e-01    1.4519846439e-01
1.4399400353e-01    1.5002535284e-01
1.4699399471e-01    1.5006083250e-01
1.4999400079e-01    1.5028595924e-01
1.5299400687e-01    1.5054319799e-01
1.5599399805e-01    1.5441924334e-01
1.5899400413e-01    1.6664695740e-01
1.6199399531e-01    1.7648872733e-01
1.6499400139e-01    1.7966638505e-01
1.6799399257e-01    1.8081322312e-01
1.7099399865e-01    1.8073540926e-01
1.7399400473e-01    1.7980103195e-01
1.7699399590e-01    1.8745358288e-01
1.7999400198e-01    1.9986437261e-01
1.8299399316e-01    2.0731879771e-01
1.8599399924e-01    2.1014362574e-01
1.8899400532e-01    2.1173232794e-01
1.9199399650e-01    2.0914649963e-01
1.9499400258e-01    2.1118912101e-01
1.9799399376e-01    2.2271867096e-01
2.0099399984e-01    2.3392301798e-01
2.0399400592e-01    2.3929953575e-01
2.0699399710e-01    2.4277158082e-01
2.0999400318e-01    2.4157945812e-01
2.1299399436e-01    2.3907898366e-01
2.1599400043e-01    2.4713386595e-01
2.1899400651e-01    2.4505473673e-01
2.2199399769e-01    2.6261323690e-01
2.2499400377e-01    2.6553967595e-01
2.2799399495e-01    2.6581650972e-01
2.3099400103e-01    2.6670420170e-01
2.3399400711e-01    2.6168602705e-01
2.3699399829e-01    2.6939997077e-01
2.3999400437e-01    2.8870975971e-01
2.4299399555e-01    2.7562689781e-01
2.4599400163e-01    2.6355713606e-01
2.4899399281e-01    2.8680604696e-01
2.5199401379e-01    2.6406198740e-01
2.5499400496e-01    2.7791339159e-01
2.5799399614e-01    2.9355910420e-01
2.6099398732e-01    2.7096155286e-01
2.6399400830e-01    2.8741431236e-01
2.6699399948e-01    3.1359782815e-01
2.6999399066e-01    2.9634484649e-01
2.7299401164e-01    3.0338770151e-01
2.7599400282e-01    3.2560053468e-01
2.7899399400e-01    3.0410042405e-01
2.8199398518e-01    3.1784492731e-01
2.8499400616e-01    3.4798115492e-01
2.8799399734e-01    3.3136177063e-01
2.9099398851e-01    3.3624538779e-01
2.9399400949e-01    3.5692423582e-01
2.9699400067e-01    3.4051141143e-01
2.9999399185e-01    3.4760281444e-01
3.0299401283e-01    3.7994393706e-01
3.0599400401e-01    3.6390727758e-01
3.0899399519e-01    3.6769011617e-01
3.1199398637e-01    3.9152818918e-01
3.1499400735e-01    3.7444511056e-01
3.1799399853e-01    3.7779977918e-01
3.2099398971e-01    4.0064170957e-01
3.2399401069e-01    3.9755043387e-01
3.2699400187e-01    3.9434325695e-01
3.2999399304e-01    3.9824411273e-01
3.3299401402e-01    3.7585034966e-01
3.3599400520e-01    3.8971495628e-01
3.3899399638e-01    4.0598246455e-01
3.4199398756e-01    4.1447541118e-01
3.4499400854e-01    4.1061395407e-01
3.4799998999e-01    4.0095558763e-01
3.5100001097e-01    4.0873003006e-01
3.5400000215e-01    4.2145615816e-01
3.5699999332e-01    4.3740931153e-01
3.6000001431e-01    4.4685468078e-01
3.6300000548e-01    4.4175812602e-01
3.6599999666e-01    4.3330469728e-01
ENDATA

